"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","GENDER","GENDER_NAME","GENDER_CODE","GENDER_TYPE","GENDER_TYPECODE","GENDER_SORTORDER","C_AGE","C_AGE_NAME","C_AGE_CODE","C_AGE_TYPE","C_AGE_TYPECODE","C_AGE_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2015","2015","2015","date",0,0,"2092957699","England","E92000001","countries",499,2,"0","Total","0","Sex",1000,0,"1","Age 0 - 4","1","5 year age band",2000,1,"20100","Value",3387258,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32240e2d2092957699d0d1d20100",17,560
"2015","2015","2015","date",0,0,"2092957699","England","E92000001","countries",499,2,"0","Total","0","Sex",1000,0,"6","Aged 20-24","6","5 year age band",2000,2,"20100","Value",3639033,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32240e2d2092957699d0d6d20100",18,560
"2015","2015","2015","date",0,0,"2092957699","England","E92000001","countries",499,2,"0","Total","0","Sex",1000,0,"7","Aged 25-29","7","5 year age band",2000,3,"20100","Value",3712807,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32240e2d2092957699d0d7d20100",19,560
"2015","2015","2015","date",0,0,"2092957699","England","E92000001","countries",499,2,"0","Total","0","Sex",1000,0,"8","Aged 30-34","8","5 year age band",2000,4,"20100","Value",3753714,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32240e2d2092957699d0d8d20100",20,560
"2015","2015","2015","date",0,0,"2092957699","England","E92000001","countries",499,2,"0","Total","0","Sex",1000,0,"9","Aged 35-39","9","5 year age band",2000,5,"20100","Value",3517261,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32240e2d2092957699d0d9d20100",21,560
"2015","2015","2015","date",0,0,"2092957699","England","E92000001","countries",499,2,"0","Total","0","Sex",1000,0,"10","Aged 40-44","10","5 year age band",2000,6,"20100","Value",3676708,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32240e2d2092957699d0d10d20100",22,560
"2015","2015","2015","date",0,0,"2092957699","England","E92000001","countries",499,2,"0","Total","0","Sex",1000,0,"11","Aged 45-49","11","5 year age band",2000,7,"20100","Value",3922269,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32240e2d2092957699d0d11d20100",23,560
"2015","2015","2015","date",0,0,"2092957700","Wales","W92000004","countries",499,3,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",3072739,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32240e2d2092957700d0d200d20100",24,560
"2015","2015","2015","date",0,0,"2092957700","Wales","W92000004","countries",499,3,"0","Total","0","Sex",1000,0,"1","Age 0 - 4","1","5 year age band",2000,1,"20100","Value",174270,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32240e2d2092957700d0d1d20100",25,560
"2015","2015","2015","date",0,0,"2092957700","Wales","W92000004","countries",499,3,"0","Total","0","Sex",1000,0,"6","Aged 20-24","6","5 year age band",2000,2,"20100","Value",205460,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32240e2d2092957700d0d6d20100",26,560
"2015","2015","2015","date",0,0,"2092957700","Wales","W92000004","countries",499,3,"0","Total","0","Sex",1000,0,"7","Aged 25-29","7","5 year age band",2000,3,"20100","Value",189436,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32240e2d2092957700d0d7d20100",27,560
